timestamp,panel_id,voltage_v,current_a,power_w,temperature_c,efficiency_pct
01/08/2026 00:00,PANEL_01,0.12,0,0,15.9,0
01/08/2026 00:00,PANEL_02,0.13,0,0,16.8,0
01/08/2026 00:00,PANEL_03,0.09,0,0,15.9,0
01/08/2026 01:00,PANEL_01,0.18,0,0,16.4,0
01/08/2026 01:00,PANEL_02,0.08,0,0,16.3,0
01/08/2026 01:00,PANEL_03,0.08,0,0,15.8,0
01/08/2026 02:00,PANEL_01,0.11,0,0,15,0
01/08/2026 02:00,PANEL_02,0.01,0,0,15.7,0
01/08/2026 02:00,PANEL_03,0.05,0,0,16.2,0
01/08/2026 03:00,PANEL_01,0.05,0,0,15.3,0
01/08/2026 03:00,PANEL_02,-12.5,0,0,15.9,0
01/08/2026 03:00,PANEL_03,0.1,0,0,15.3,0
01/08/2026 04:00,PANEL_01,0.07,0,0,16.1,0
01/08/2026 04:00,PANEL_02,0.04,0,0,16.2,0
01/08/2026 04:00,PANEL_03,0.07,0,0,15.9,0
01/08/2026 05:00,PANEL_01,0.07,0,0,16.9,0
01/08/2026 05:00,PANEL_02,0.1,0,0,15.5,0
01/08/2026 05:00,PANEL_03,0.14,0,0,15.4,0
01/08/2026 06:00,PANEL_01,0.03,0,0,16.1,0
01/08/2026 06:00,PANEL_02,0.14,0,0,16.1,0
01/08/2026 06:00,PANEL_03,0.09,0,0,15.8,0
01/08/2026 07:00,PANEL_01,34.77,2.17,75.48,28.4,21.15
01/08/2026 07:00,PANEL_02,33.4,1.79,59.74,27.4,21.44
01/08/2026 07:00,PANEL_03,31.25,1.89,59.02,27.2,21.36
01/08/2026 08:00,PANEL_01,34.76,3.97,138.09,35.4,20.86
01/08/2026 08:00,PANEL_02,33.64,4.07,136.8,36.4,21.03
01/08/2026 08:00,PANEL_03,30.96,3.42,105.73,36.9,21.06
01/08/2026 09:00,PANEL_01,33.69,5.72,192.65,43,20.57
01/08/2026 09:00,PANEL_02,33.29,4.9,163.1,42.6,20.65
01/08/2026 09:00,PANEL_03,31.45,4.8,150.85,42.1,20.6
01/08/2026 10:00,PANEL_01,35.46,7.22,255.83,48.9,20.36
01/08/2026 10:00,PANEL_02,33.3,6.98,232.27,48.7,20.28
01/08/2026 10:00,PANEL_03,30.63,6.03,184.8,49.7,20.29
01/08/2026 11:00,PANEL_01,34.29,4.06,139.1,36.7,20.83
01/08/2026 11:00,PANEL_02,33.17,4.01,133.03,38.9,20.82
01/08/2026 11:00,PANEL_03,30.91,3.63,112.23,35.1,20.99
01/08/2026 12:00,PANEL_01,35.03,7.76,272,49.8,20.29
01/08/2026 12:00,PANEL_02,33.23,6.69,222.21,51.1,20.27
01/08/2026 12:00,PANEL_03,31.15,6.24,194.34,51.3,20.04
01/08/2026 13:00,PANEL_01,34.5,7.53,259.66,51.6,20.12
01/08/2026 13:00,PANEL_02,32.51,7.27,236.36,50.4,20.28
01/08/2026 13:00,PANEL_03,30.4,6.99,212.61,50.7,20.18
01/08/2026 14:00,PANEL_01,35.41,6.98,247.13,50,20.38
01/08/2026 14:00,PANEL_02,32.49,6.9,224.14,50,20.33
01/08/2026 14:00,PANEL_03,30.26,6.13,185.36,50.3,20.27
01/08/2026 15:00,PANEL_01,34.66,5.86,203.05,44.2,20.47
01/08/2026 15:00,PANEL_02,34.14,5.61,191.55,42.7,20.68
01/08/2026 15:00,PANEL_03,30.37,5.25,159.54,45.1,20.41
01/08/2026 16:00,PANEL_01,35.41,4.53,160.53,36.9,20.83
01/08/2026 16:00,PANEL_02,32.83,3.79,124.45,37,20.93
01/08/2026 16:00,PANEL_03,30.92,3.8,117.53,37.1,21.04
01/08/2026 17:00,PANEL_01,35.31,1.86,65.72,27.3,21.43
01/08/2026 17:00,PANEL_02,33.14,2.07,68.49,28.8,21.3
01/08/2026 17:00,PANEL_03,30.43,1.52,46.31,27.9,21.44
01/08/2026 18:00,PANEL_01,35.09,0.08,2.7,19.1,21.81
01/08/2026 18:00,PANEL_02,33.28,-1.82,0,20.4,21.79
01/08/2026 18:00,PANEL_03,31.28,0.19,5.8,18.6,21.73
01/08/2026 19:00,PANEL_01,0.13,0,0,16.3,0
01/08/2026 19:00,PANEL_02,0.13,0,0,17.9,0
01/08/2026 19:00,PANEL_03,0.13,0,0,16.6,0
01/08/2026 20:00,PANEL_01,0.15,0,0,16.3,0
01/08/2026 20:00,PANEL_02,0.08,0,0,16.4,0
01/08/2026 20:00,PANEL_03,0.06,0,0,15.9,0
01/08/2026 21:00,PANEL_01,0.08,0,0,16,0
01/08/2026 21:00,PANEL_02,0.22,0,0,15.1,0
01/08/2026 21:00,PANEL_03,0.13,0,0,15.2,0
01/08/2026 22:00,PANEL_01,0.08,0,0,16.5,0
01/08/2026 22:00,PANEL_02,0.1,0,0,15.5,0
01/08/2026 22:00,PANEL_03,0.06,0,0,16.3,0
01/08/2026 23:00,PANEL_01,0.06,0,0,16.1,0
01/08/2026 23:00,PANEL_02,0.1,0,0,15.7,0
01/08/2026 23:00,PANEL_03,0.21,0,0,16.3,0
02/08/2026 00:00,PANEL_01,0,0,0,16.1,145.2
02/08/2026 00:00,PANEL_02,0.07,0,0,16.4,0
02/08/2026 00:00,PANEL_03,0.06,0,0,15.9,0
02/08/2026 01:00,PANEL_01,0.13,0,0,16.4,0
02/08/2026 01:00,PANEL_02,0.04,0,0,15.8,0
02/08/2026 01:00,PANEL_03,0.08,0,0,15.7,0
02/08/2026 02:00,PANEL_01,0.19,0,0,16.2,0
02/08/2026 02:00,PANEL_02,0.04,0,0,16.5,0
02/08/2026 02:00,PANEL_03,0.21,0,0,16.5,0
02/08/2026 03:00,PANEL_01,0.02,0,0,15.8,0
02/08/2026 03:00,PANEL_02,0.16,0,0,15.6,0
02/08/2026 03:00,PANEL_03,0.12,0,0,16.4,0
02/08/2026 04:00,PANEL_01,0.05,0,0,16,0
02/08/2026 04:00,PANEL_02,0,0,0,15.5,0
02/08/2026 04:00,PANEL_03,0.09,0,0,15.4,0
02/08/2026 05:00,PANEL_01,0.18,0,0,15.3,0
02/08/2026 05:00,PANEL_02,,0,0,16.1,0
02/08/2026 05:00,PANEL_03,0.17,0,0,15.3,0
02/08/2026 06:00,PANEL_01,0.05,0,0,16.2,0
02/08/2026 06:00,PANEL_02,0.11,0,0,15.7,0
02/08/2026 06:00,PANEL_03,0.1,0,0,15.8,0
02/08/2026 07:00,PANEL_01,35.79,1.81,64.87,30.6,21.02
02/08/2026 07:00,PANEL_02,33.18,2.07,68.63,28.8,21.25
02/08/2026 07:00,PANEL_03,30.71,1.73,53,27.9,21.44
02/08/2026 08:00,PANEL_01,35.45,4.12,145.99,37.5,20.94
02/08/2026 08:00,PANEL_02,32.86,3.75,123.13,37.5,20.94
02/08/2026 08:00,PANEL_03,30.79,3.59,110.55,38,20.79
02/08/2026 09:00,PANEL_01,34.89,6.17,215.2,45.3,20.57
02/08/2026 09:00,PANEL_02,33.87,5.65,191.52,45.2,20.46
02/08/2026 09:00,PANEL_03,30.94,5.21,161.25,44.6,20.58
02/08/2026 10:00,PANEL_01,34.5,,,49,20.38
02/08/2026 10:00,PANEL_02,33.55,6.53,219.19,47.8,20.27
