timestamp,panel_id,voltage_v,current_a,power_w,temperature_c,efficiency_pct
03/08/2026 17:00,PANEL_01,36.29,1.55,56.21,26.3,-4.5
02/08/2026 00:00,PANEL_01,0.0,0.0,0.0,16.1,145.2
01/08/2026 14:00,PANEL_01,35.41,6.98,247.13,50.0,20.38
01/08/2026 03:00,PANEL_02,-12.5,0.0,0.0,15.9,0.0
01/08/2026 14:00,PANEL_01,35.41,6.98,247.13,50.0,20.38
02/08/2026 16:00,PANEL_01,34.77,4.34,150.9,36.3,20.92
04/08/2026 08:00,PANEL_01,35.35,3.78,133.54,82.5,21.01
04/08/2026 09:00,PANEL_01,35.28,5.99,211.16,44.6,20.57
01/08/2026 18:00,PANEL_02,33.28,-1.82,0.0,20.4,21.79
02/08/2026 16:00,PANEL_01,34.77,4.34,150.9,36.3,20.92
