timestamp,panel_id,PC1,PC2,PC3
2026-08-01 00:00:00,PANEL_01,-2.362318531813121,-0.34672797230792923,-0.201643957227275
2026-08-01 00:00:00,PANEL_02,-2.3795654273698927,-0.34744680134710315,-0.19600620323824833
2026-08-01 00:00:00,PANEL_03,-2.371421060023639,-0.34710735430082656,-0.19866847595528878
2026-08-01 01:00:00,PANEL_01,-2.628796916103037,1.3793877918035766,-0.5883173620588807
2026-08-01 01:00:00,PANEL_02,-2.5435205991834424,1.3829420020528256,-0.6161929234490686
2026-08-01 01:00:00,PANEL_03,-2.599093929310819,1.3806257751488207,-0.5980268272622046
2026-08-01 02:00:00,PANEL_01,-2.510893989054216,-0.5185158325896511,-0.6369104562766474
2026-08-01 02:00:00,PANEL_02,-2.496042495658107,-0.517896840917029,-0.6417651888783094
2026-08-01 02:00:00,PANEL_03,-2.5017914608436977,-0.5181364505967537,-0.6398859375486338
2026-08-01 03:00:00,PANEL_01,-2.5245165214562744,0.5792071700303351,-0.5094035240592186
2026-08-01 03:00:00,PANEL_02,-2.5489496234950346,0.5781888288915052,-0.5014167059080974
2026-08-01 03:00:00,PANEL_03,-2.5182884758385513,0.5794667471833701,-0.5114393796663672
2026-08-01 04:00:00,PANEL_01,-2.559059426708643,0.29359393197081185,-0.7955507580924027
2026-08-01 04:00:00,PANEL_02,-2.571994598376222,0.29305481019143137,-0.7913224426006327
2026-08-01 04:00:00,PANEL_03,-2.565766552758499,0.2933143873444664,-0.7933582982077813
2026-08-01 05:00:00,PANEL_01,-2.4744931603831044,-0.7507504907891318,-0.5136241631727914
2026-08-01 05:00:00,PANEL_02,-2.4855120103221533,-0.7512097426752707,-0.5100222647909133
2026-08-01 05:00:00,PANEL_03,-2.464911551740453,-0.750351141322924,-0.5167562487222508
2026-08-01 06:00:00,PANEL_01,-1.5054486940106389,-2.0785927915164404,-0.5012308052897664
2026-08-01 06:00:00,PANEL_02,-1.4522877855742595,-2.0775721054072043,-0.5107373516248024
2026-08-01 06:00:00,PANEL_03,-1.4180536854318648,-2.074850171427077,-0.5291395370227328
